xcoord;ycoord;totalspr;rarespr;calc;fdd;gdd;wab;altitude;relalt;betnan;dryoct;empher;gersyl;linbor;phycae;rangla;vacmyr;vacvit
3276500;7639500;79;1;0;-1764.7;631.5;244.3;484;56;1;0;1;1;1;1;0;1;1
3276500;7659500;77;2;0;-1825.4;432.2;306.4;738;77;1;0;1;0;1;1;0;1;1
3276500;7661500;38;0;0;-1854.7;369.6;322.4;834;82;0;0;1;0;0;1;0;1;1
3276500;7674500;74;1;0;-1767.2;386.6;337.7;788;160;1;0;1;1;1;0;0;1;1
3276500;7677500;68;1;0;-1745.7;403.5;338.9;757;160;1;0;1;0;0;1;0;1;1
3276500;7690500;85;1;25;-1629.4;397.7;364.1;744;64;1;0;0;1;1;1;0;1;1
3276500;7698500;7;2;25;-1828.4;160.7;432.0;1154;264;0;0;0;0;0;0;1;0;0
3276500;7699500;26;6;25;-1814.6;158.4;434.9;1164;267;0;0;0;0;0;0;1;0;1
3276500;7700500;7;2;25;-1847.3;136.8;444.0;1221;209;0;0;0;0;0;0;1;0;0
3277500;7631500;94;0;0;-1768.6;703.8;225.2;395;52;1;0;1;1;1;1;0;1;1
3277500;7633500;89;1;0;-1794.3;652.3;236.8;460;62;1;0;1;1;1;1;0;1;1
3277500;7635500;33;0;0;-1797.9;633.6;241.4;487;79;0;0;0;0;0;0;0;0;0
3277500;7637500;13;0;0;-1862.1;519.5;266.7;633;167;0;0;1;0;0;0;0;1;1
3277500;7639500;92;1;0;-1774.9;612.4;247.6;508;70;1;0;1;1;1;1;0;1;1
3277500;7644500;53;1;0;-1800.0;544.2;265.2;598;176;1;0;1;1;1;1;0;1;1
3277500;7651500;76;1;0;-1769.3;575.0;264.9;544;40;1;0;1;0;1;1;0;1;1
3277500;7671500;57;0;0;-1706.1;532.8;299.8;585;35;1;0;1;0;0;1;0;1;1
3277500;7674500;75;0;0;-1726.1;437.5;325.1;706;145;1;0;1;0;1;1;0;1;1
3277500;7675500;71;1;0;-1745.7;413.1;332.1;744;176;1;0;1;0;1;0;0;1;1
3277500;7683500;7;1;4;-1682.1;434.1;342.1;698;101;0;0;0;0;0;0;0;0;0
3277500;7691500;91;2;25;-1669.1;349.1;374.0;822;155;1;0;1;0;1;1;0;1;1
3277500;7695500;10;2;27;-1728.2;256.9;400.2;963;85;0;0;0;0;0;0;0;0;0
3277500;7699500;19;2;25;-1875.4;125.3;444.0;1248;175;0;0;0;0;0;0;1;0;1
3277500;7700500;6;2;25;-1864.1;128.7;444.9;1237;235;0;0;0;0;0;0;1;0;0
3278500;7631500;91;0;0;-1783.3;697.7;226.0;398;65;1;0;1;1;1;1;0;1;1
3278500;7640500;9;0;0;-1820.4;540.7;262.5;601;179;0;0;0;0;0;0;0;0;0
3278500;7649500;36;0;0;-1815.7;504.5;276.9;644;145;1;0;1;0;1;1;0;1;1
3278500;7688500;54;0;33;-1743.9;327.4;370.9;858;141;1;0;1;0;0;1;0;1;1
3278500;7691500;17;1;26;-1734.5;296.2;382.8;905;167;0;0;0;0;0;0;1;0;0
3278500;7700500;52;4;25;-1716.6;224.0;415.5;1012;181;1;0;1;0;0;1;1;1;1
3279500;7631500;138;1;0;-1789.4;696.0;225.6;399;77;1;0;1;1;1;1;0;1;1
3279500;7632500;13;0;0;-1809.0;660.6;233.5;445;168;0;0;0;0;1;0;0;0;0
3279500;7634500;72;1;16;-1828.5;602.0;246.1;524;146;1;0;1;1;1;1;0;1;1
3279500;7644500;54;1;0;-1831.4;500.1;272.6;654;116;1;0;1;1;1;1;0;1;1
3279500;7663500;43;1;0;-1824.7;429.7;308.5;736;106;1;0;1;0;1;1;0;1;1
3279500;7664500;67;1;0;-1830.9;417.2;312.9;757;100;1;0;1;1;1;1;0;1;1
3279500;7692500;42;1;64;-1742.0;287.3;384.9;918;123;1;0;1;0;0;1;1;1;1
3279500;7694500;73;2;58;-1725.7;295.1;387.3;903;165;1;1;1;0;0;1;1;1;1
3279500;7700500;85;3;25;-1653.5;283.8;401.7;912;135;1;1;1;0;0;1;0;1;1
3280500;7630500;165;2;0;-1791.4;701.3;223.4;393;100;1;0;1;1;1;1;0;1;1
3280500;7639500;96;1;16;-1796.7;597.3;248.0;525;43;1;0;1;1;1;1;0;1;1
3280500;7643500;13;0;0;-1848.8;479.7;275.3;683;82;0;0;0;0;0;0;0;0;0
3280500;7644500;79;1;0;-1846.7;478.8;276.3;684;100;1;0;1;1;1;1;0;1;0
3280500;7645500;46;0;0;-1894.6;413.0;292.7;785;134;1;0;1;0;1;1;0;1;1
3280500;7658500;63;1;0;-1829.5;448.6;296.4;713;64;1;0;1;1;1;1;0;1;1
3280500;7664500;36;1;0;-1810.7;449.2;303.7;706;64;1;0;1;0;1;1;0;1;0
3280500;7688500;121;2;71;-1649.3;425.8;348.6;703;59;1;0;1;1;1;1;0;1;1
3280500;7690500;141;10;34;-1709.7;341.1;368.8;835;216;1;1;1;1;1;1;0;1;1
3281500;7629500;88;0;0;-1794.7;701.9;222.1;392;75;1;0;1;1;1;1;0;1;1
3281500;7631500;8;0;0;-1796.9;692.1;224.7;405;69;0;0;0;0;0;0;0;0;0
3281500;7632500;7;0;0;-1802.6;677.2;228.1;423;151;0;0;0;0;0;0;0;0;0
3281500;7686500;7;0;13;-1650.0;459.2;336.6;656;141;0;0;0;0;0;0;0;0;0
3281500;7687500;45;1;46;-1679.3;408.4;348.5;725;97;1;0;1;0;0;1;0;1;1
3281500;7689500;135;8;55;-1704.0;362.7;361.2;805;220;1;1;1;1;1;1;1;1;1
3281500;7694500;78;4;50;-1751.9;276.0;387.8;933;162;1;1;1;0;0;1;1;1;1
3281500;7695500;98;4;50;-1702.5;292.5;386.4;902;162;1;1;1;0;1;1;1;1;1
3281500;7699500;46;4;25;-1616.7;351.8;382.6;802;103;1;1;1;0;0;0;1;0;1
3282500;7628500;91;0;0;-1795.0;706.6;219.9;392;61;1;0;1;1;1;1;0;1;1
3282500;7629500;120;1;0;-1814.4;672.4;227.5;436;154;1;0;1;1;1;1;0;1;1
3282500;7630500;43;1;0;-1822.2;655.3;231.4;452;110;1;0;1;1;1;1;0;1;1
3282500;7634500;51;1;0;-1859.0;560.1;252.1;583;146;1;0;1;1;1;1;0;1;1
3282500;7657500;76;0;0;-1801.5;511.9;279.1;625;70;1;0;1;1;1;1;0;1;1
3282500;7665500;58;1;0;-1783.2;501.5;291.3;631;60;1;0;1;0;1;1;0;1;1
3282500;7687500;106;2;59;-1699.3;388.4;350.7;755;91;1;0;1;1;1;1;0;1;1
3282500;7688500;138;17;45;-1738.0;336.6;362.9;846;200;1;1;1;1;1;1;1;1;1
3282500;7689500;32;1;31;-1784.5;290.8;373.9;920;130;1;0;1;0;0;1;0;1;1
3282500;7691500;11;2;50;-1730.5;308.1;374.1;885;155;0;0;0;0;0;0;1;0;0
3282500;7695500;22;2;50;-1680.2;317.3;379.8;861;184;1;1;1;0;0;1;0;0;1
3282500;7696500;10;1;50;-1630.6;362.7;372.7;785;122;0;0;0;0;0;0;1;0;0
3282500;7697500;16;2;36;-1622.3;370.1;373.3;769;80;0;0;0;0;1;0;1;0;0
3282500;7698500;132;6;25;-1613.9;375.2;374.3;761;66;1;1;1;1;1;1;1;1;1
3283500;7626500;83;0;0;-1793.6;712.7;217.3;391;104;1;0;1;1;1;1;0;1;1
3283500;7627500;85;0;0;-1793.1;709.9;217.9;392;46;1;0;1;1;1;1;0;1;1
3283500;7628500;83;0;0;-1800.4;695.8;221.1;413;119;1;0;1;1;1;1;0;1;1
3283500;7630500;87;0;0;-1818.2;660.4;229.2;451;128;1;0;1;1;1;1;0;1;1
3283500;7634500;71;1;0;-1874.4;535.5;256.5;618;110;1;0;1;1;1;1;0;1;1
3283500;7643500;82;1;20;-1848.0;495.7;269.1;658;99;1;0;1;1;0;1;0;1;1
3283500;7645500;49;0;17;-1872.0;451.7;280.6;720;71;1;0;1;0;1;1;0;1;1
3283500;7649500;44;1;0;-1905.5;402.1;295.5;794;110;1;0;1;0;1;1;0;1;1
3283500;7653500;65;1;0;-1828.1;494.1;277.7;646;126;1;0;1;1;1;1;0;1;0
3283500;7659500;51;1;0;-1841.7;440.1;296.4;724;60;1;0;1;0;0;1;0;1;1
3283500;7690500;9;0;56;-1767.2;304.3;371.5;896;165;0;0;0;0;0;0;0;0;0
3283500;7695500;14;3;50;-1657.0;347.8;372.1;811;167;0;0;0;0;0;0;0;0;0
3283500;7698500;140;5;25;-1602.1;391.9;369.8;739;53;1;1;1;1;1;1;0;1;1
3283500;7699500;15;0;25;-1597.7;385.9;372.9;745;63;0;0;0;0;0;0;0;0;0
3284500;7623500;15;0;0;-1790.2;725.7;214.2;383;88;0;0;0;0;0;0;0;0;0
3284500;7626500;90;0;0;-1793.3;716.7;215.8;390;68;1;0;1;1;1;1;0;1;1
3284500;7630500;80;0;0;-1847.2;602.0;240.4;534;179;1;0;1;1;1;1;0;1;1
3284500;7634500;91;1;0;-1879.6;528.8;257.0;630;138;1;0;1;1;1;1;0;1;1
3284500;7640500;28;0;0;-1866.1;486.2;268.5;675;98;1;0;1;0;0;0;0;1;1
3284500;7644500;7;0;25;-1860.9;476.4;273.0;685;51;0;0;0;0;0;0;0;0;0
3284500;7646500;12;0;24;-1890.1;427.5;286.8;759;61;0;0;0;0;0;0;0;1;0
3284500;7648500;9;0;10;-1895.0;417.0;290.7;773;74;0;0;0;0;0;0;0;0;0
3284500;7650500;6;0;0;-1855.0;466.5;280.3;693;193;0;0;0;0;0;0;0;0;0
3284500;7653500;42;0;0;-1807.2;533.7;268.2;596;143;0;0;0;1;0;0;0;0;0
3284500;7658500;70;1;0;-1829.5;469.0;287.2;679;77;1;0;1;1;1;1;0;1;1
3284500;7664500;55;1;0;-1797.6;492.4;289.5;645;57;1;0;1;0;1;1;0;1;1
3284500;7686500;15;1;36;-1706.6;415.8;340.7;719;111;0;0;0;1;0;0;0;0;0
3284500;7690500;89;2;79;-1666.8;399.4;351.1;747;177;1;0;0;1;0;0;1;0;0
3284500;7692500;97;1;50;-1622.8;409.7;352.9;727;103;1;0;1;0;1;1;0;1;1
3284500;7693500;113;2;50;-1625.0;407.4;355.2;729;168;1;0;1;1;1;1;0;1;1
3284500;7694500;136;4;50;-1646.6;381.9;362.2;765;203;1;1;1;1;1;1;0;1;1
3284500;7695500;144;3;50;-1619.1;397.1;361.3;738;120;1;0;1;1;1;1;0;1;1
3284500;7696500;78;6;50;-1602.8;397.9;363.1;731;60;1;0;1;0;0;1;0;1;1
3284500;7697500;18;2;38;-1603.9;396.5;365.3;732;48;0;0;0;1;0;0;0;0;0
3285500;7621500;85;0;0;-1795.6;723.3;214.0;387;67;1;0;1;1;1;1;0;1;1
3285500;7622500;81;0;0;-1803.6;708.8;216.7;408;118;1;0;1;1;1;1;0;1;1
3285500;7623500;97;1;0;-1802.8;709.1;216.6;405;104;1;0;1;1;1;1;0;1;1
3285500;7624500;107;2;0;-1801.2;712.3;215.8;396;80;1;0;1;1;1;1;0;1;1
3285500;7631500;77;1;0;-1884.4;529.7;255.1;630;158;1;0;1;1;1;1;0;1;1
3285500;7634500;49;0;0;-1915.2;473.8;268.2;705;115;1;0;1;0;1;1;0;1;1
3285500;7640500;36;0;2;-1887.1;458.8;274.2;715;104;1;0;1;0;0;1;0;1;1
3285500;7646500;31;1;25;-1878.0;449.2;280.2;724;81;0;0;0;0;0;1;0;1;0
3285500;7649500;31;0;16;-1892.2;420.6;289.8;765;96;1;0;1;0;1;1;0;1;1
3285500;7652500;8;1;0;-1800.4;553.8;261.9;569;196;0;0;0;0;0;0;0;0;0
3285500;7660500;30;0;0;-1853.8;427.9;298.6;745;42;1;0;0;0;1;1;0;1;1
3285500;7670500;71;1;0;-1722.9;558.9;282.5;548;42;1;0;1;1;0;1;0;1;0
3285500;7683500;98;1;0;-1674.4;526.8;310.6;578;29;1;0;1;1;1;1;0;1;1
3285500;7685500;49;0;0;-1654.2;506.9;318.3;600;69;1;0;1;1;0;1;0;1;1
3285500;7686500;9;0;9;-1686.6;444.8;333.4;681;123;1;0;0;0;0;0;0;0;0
3285500;7687500;48;3;23;-1703.3;402.6;343.6;746;184;0;1;0;0;1;1;0;0;1
3285500;7688500;33;2;15;-1682.7;402.6;345.3;744;220;0;0;0;0;0;0;0;0;0
3285500;7691500;7;0;74;-1634.9;440.5;343.0;687;101;0;0;0;0;0;0;0;0;0
3285500;7692500;101;1;65;-1632.2;413.6;350.4;725;162;1;0;1;1;1;1;0;1;1
3285500;7694500;65;1;50;-1660.4;370.5;362.8;784;192;1;0;1;1;0;1;0;1;1
3285500;7695500;101;4;50;-1662.2;369.0;364.9;784;153;1;1;1;0;1;1;0;1;1
3285500;7696500;86;3;50;-1623.6;383.9;363.9;751;82;1;0;1;1;1;1;0;1;1
3285500;7697500;106;5;37;-1614.5;387.6;365.1;743;75;1;1;1;1;1;1;0;1;1
3285500;7698500;14;2;25;-1620.4;378.5;368.8;758;118;0;0;0;1;0;0;0;0;0
3286500;7621500;98;0;0;-1799.6;719.7;214.0;392;79;1;0;1;1;1;1;0;1;1
3286500;7633500;30;0;0;-1872.0;552.7;250.0;597;236;0;0;1;1;1;0;0;1;1
3286500;7634500;62;0;0;-1912.9;485.0;265.3;687;212;1;0;1;1;1;1;0;1;1
3286500;7646500;8;0;25;-1878.3;453.5;278.2;716;115;0;0;0;0;0;0;0;0;0
3286500;7647500;6;0;25;-1884.4;443.2;281.5;729;167;0;0;0;0;0;0;0;0;0
3286500;7651500;37;0;0;-1782.7;592.9;251.6;521;85;0;0;0;0;0;0;0;0;0
3286500;7652500;23;0;0;-1805.3;550.5;261.6;575;149;0;0;0;0;1;0;0;0;0
3286500;7657500;43;0;0;-1823.1;497.6;277.9;642;62;1;0;1;0;0;1;0;1;1
3286500;7660500;29;0;0;-1861.8;421.9;299.0;751;61;1;0;1;0;0;1;0;1;1
3286500;7682500;83;0;0;-1679.6;523.6;307.9;583;48;1;0;1;1;1;1;0;1;1
3286500;7692500;116;1;66;-1677.2;383.5;354.9;769;119;1;0;1;1;1;1;0;1;1
3286500;7694500;34;4;66;-1717.7;319.5;371.2;863;81;1;0;1;1;0;1;0;0;1
3286500;7695500;42;7;56;-1698.4;337.9;369.3;830;76;1;0;0;0;0;0;1;0;1
3287500;7620500;85;0;0;-1792.9;739.6;210.0;373;49;1;0;1;1;1;1;0;1;1
3287500;7621500;76;1;0;-1804.0;716.0;214.0;399;129;1;0;1;1;1;1;0;1;1
3287500;7622500;6;0;0;-1839.5;649.1;227.6;479;143;0;0;0;0;1;0;0;0;0
3287500;7633500;14;0;0;-1863.6;573.8;244.7;570;60;0;0;1;0;1;0;0;1;1
3287500;7636500;14;0;0;-1906.0;497.4;262.2;665;112;0;0;0;0;0;0;0;0;0
3287500;7656500;36;0;0;-1827.2;500.3;275.3;637;60;0;0;0;0;0;0;0;0;0
3287500;7663500;24;0;0;-1813.8;486.3;286.1;652;71;1;0;1;0;0;1;0;1;1
3287500;7680500;82;0;0;-1676.1;539.6;299.5;565;24;1;0;1;1;1;1;0;1;1
3287500;7681500;83;0;0;-1673.8;538.2;301.5;566;31;1;0;1;1;1;1;0;1;1
3287500;7682500;6;0;0;-1672.9;535.0;303.9;569;23;0;0;0;0;0;0;0;0;0
3287500;7690500;82;0;51;-1714.7;362.2;353.9;803;93;1;0;1;0;0;0;0;0;0
3287500;7692500;68;1;50;-1718.7;350.1;359.9;823;105;1;0;1;0;1;1;0;1;1
3287500;7693500;38;2;52;-1705.3;347.9;362.2;825;111;0;0;0;0;0;0;0;0;0
3287500;7695500;8;0;68;-1705.3;328.6;369.7;848;52;0;0;0;0;0;0;0;0;0
3287500;7650500;7;0;0;-1796.3;578.4;252.9;537;162;0;0;0;0;0;0;0;0;0
3288500;7620500;87;0;0;-1797.9;735.0;210.1;376;86;1;0;1;1;1;1;0;1;1
3288500;7628500;17;0;0;-1825.2;664.0;223.8;454;115;0;0;0;1;0;1;0;0;0
3288500;7650500;6;0;4;-1784.1;606.5;246.0;502;48;0;0;0;0;0;0;0;0;0
3288500;7654500;49;1;0;-1809.6;545.9;262.6;580;78;1;0;1;0;1;1;0;1;1
3288500;7657500;57;0;0;-1825.8;503.8;274.6;633;69;1;0;1;1;0;1;0;1;1
3288500;7663500;28;0;0;-1812.5;494.2;283.4;640;57;1;0;1;0;1;1;0;1;1
3288500;7680500;83;0;0;-1680.1;537.4;298.6;568;47;1;0;1;1;1;1;0;1;1
3288500;7689500;53;0;52;-1752.0;353.3;352.5;820;91;1;0;1;0;0;1;0;1;1
3288500;7690500;71;1;57;-1728.2;352.2;354.4;819;75;1;0;1;0;0;0;1;0;0
3288500;7696500;92;1;37;-1654.0;375.4;360.6;771;98;1;0;1;0;1;1;0;1;1
3289500;7621500;81;0;0;-1810.5;712.0;213.4;401;103;1;0;1;1;1;1;0;1;1
3289500;7630500;49;0;0;-1854.3;609.6;235.0;525;110;1;0;1;1;0;1;0;1;1
3289500;7654500;8;0;0;-1816.1;539.0;263.0;588;57;0;0;0;0;0;0;0;0;0
3289500;7656500;70;1;0;-1820.5;523.3;268.4;610;53;1;0;1;1;0;1;0;1;1
3289500;7661500;26;0;0;-1832.4;475.8;283.9;669;73;1;0;1;0;1;1;0;1;1
3289500;7668500;125;0;0;-1737.5;569.8;272.8;529;28;1;0;1;1;1;1;0;1;1
3289500;7680500;83;0;0;-1681.6;540.2;296.7;563;26;1;0;1;1;1;1;0;1;1
3289500;7689500;130;4;41;-1721.3;391.3;343.4;761;75;1;0;1;1;1;1;0;1;1
3289500;7690500;107;7;63;-1715.3;370.9;349.2;789;63;1;1;1;1;1;1;1;1;1
3290500;7620500;96;1;0;-1804.0;738.6;208.2;372;47;1;0;1;1;1;1;0;1;1
3290500;7621500;111;1;0;-1808.7;720.8;211.0;389;50;1;0;1;1;1;1;0;1;1
3290500;7654500;11;0;0;-1822.7;532.3;263.5;598;54;0;0;0;0;0;0;0;0;0
3290500;7667500;7;0;0;-1752.5;571.3;270.0;530;43;0;0;0;0;0;0;0;0;0
3290500;7688500;72;0;4;-1742.5;376.9;343.1;785;63;1;0;1;0;1;1;0;1;1
3290500;7691500;104;3;53;-1705.5;375.7;348.5;780;89;1;0;1;0;1;1;0;1;1
3290500;7693500;93;1;45;-1690.6;386.6;350.0;758;115;1;0;1;0;1;1;0;1;1
3291500;7620500;86;0;0;-1812.4;730.9;208.8;381;73;1;0;1;1;1;1;0;1;1
3291500;7625500;49;0;4;-1853.4;634.8;228.0;496;137;1;0;1;0;1;1;0;1;1
3291500;7633500;52;1;0;-1886.3;560.2;244.7;586;136;0;0;0;1;0;0;0;0;0
3291500;7654500;31;1;0;-1837.5;514.2;266.5;620;84;0;0;0;0;0;0;0;0;0
3291500;7661500;79;1;0;-1807.2;530.7;270.1;594;67;1;0;1;1;1;1;0;0;1
3291500;7664500;39;0;0;-1785.5;553.7;268.7;561;59;1;0;1;0;0;1;0;1;1
3291500;7670500;60;0;0;-1762.2;520.9;283.5;596;73;1;0;1;0;0;1;0;1;1
3291500;7676500;81;0;0;-1721.8;551.4;285.5;554;25;1;0;1;1;1;1;0;1;1
3291500;7684500;68;0;0;-1714.4;471.4;315.3;654;58;1;0;1;1;1;1;0;1;1
3292500;7619500;84;0;0;-1816.5;741.7;206.6;369;74;1;0;1;1;1;1;0;1;1
3292500;7620500;81;0;1;-1823.4;718.5;210.4;394;70;1;0;1;1;1;1;0;1;1
3292500;7660500;65;0;0;-1816.5;525.7;269.0;600;96;1;0;1;1;1;1;0;1;1
3292500;7671500;74;1;0;-1763.4;511.6;285.5;611;43;1;0;1;1;1;1;0;1;1
3292500;7676500;81;0;0;-1724.7;552.0;284.1;554;28;1;0;1;1;1;1;0;1;1
3292500;7683500;18;1;0;-1714.2;484.2;309.6;637;59;0;0;0;0;0;0;0;0;0
3293500;7618500;82;0;0;-1827.0;735.8;207.2;373;54;1;0;1;1;1;1;0;1;1
3293500;7619500;81;0;2;-1826.3;726.6;208.5;381;54;1;0;1;1;1;1;0;1;1
3293500;7650500;102;1;25;-1793.7;622.1;238.3;481;42;1;0;1;1;1;1;0;1;1
3293500;7659500;70;0;0;-1826.5;519.4;268.4;608;63;1;0;1;1;1;1;0;1;1
3293500;7662500;30;0;0;-1796.9;555.1;264.0;562;55;1;0;1;0;1;1;0;1;1
3294500;7618500;81;0;6;-1830.1;734.1;206.9;377;44;1;0;1;1;1;1;0;1;1
3294500;7644500;7;0;20;-1821.3;610.1;236.3;499;70;0;0;0;0;0;0;0;0;0
3294500;7645500;103;1;5;-1818.1;615.0;235.9;490;48;1;0;1;1;0;0;0;1;1
3294500;7646500;17;1;0;-1814.4;617.5;235.9;486;47;0;0;0;0;0;0;0;0;0
3294500;7649500;6;0;24;-1797.9;626.7;235.8;472;38;0;0;0;0;0;0;0;0;0
3294500;7662500;33;0;0;-1812.6;533.7;267.5;590;97;1;0;1;0;1;1;0;1;0
3294500;7663500;73;1;0;-1831.9;495.3;276.9;641;86;1;0;1;1;1;1;0;1;1
3294500;7674500;62;0;0;-1746.5;540.0;281.5;568;63;1;0;1;0;1;1;0;1;1
3294500;7676500;81;0;0;-1732.0;551.3;281.9;551;33;1;0;1;1;1;1;0;1;1
3294500;7678500;22;0;0;-1745.0;516.1;292.4;600;50;0;0;0;1;0;0;0;0;0
3294500;7679500;7;0;0;-1731.1;498.6;297.5;618;66;0;0;0;0;0;0;0;0;0
3295500;7614500;131;2;20;-1849.9;739.1;206.6;363;40;1;0;1;1;1;1;0;1;1
3295500;7615500;105;2;24;-1848.5;734.4;207.0;367;34;1;0;1;1;1;1;0;1;1
3295500;7616500;81;0;25;-1841.9;735.6;206.5;370;46;1;0;1;1;1;1;0;1;1
3295500;7621500;10;0;25;-1828.4;711.0;209.8;396;49;0;0;1;0;1;0;0;1;1
3295500;7634500;30;0;25;-1955.4;464.5;263.3;715;50;0;0;1;0;0;1;0;1;1
3295500;7648500;29;0;2;-1808.0;622.9;235.1;480;54;0;0;0;1;0;0;0;0;0
3295500;7649500;14;0;15;-1799.8;631.8;233.9;467;47;0;0;0;0;0;0;0;0;0
3295500;7650500;14;0;25;-1798.6;626.8;235.7;472;55;1;0;0;0;0;0;0;1;1
3295500;7653500;11;0;19;-1833.9;550.7;254.3;571;77;0;0;0;0;0;0;0;0;0
3295500;7663500;7;0;0;-1804.8;548.0;264.6;567;112;0;0;0;1;0;0;0;0;0
3295500;7665500;36;0;0;-1783.0;574.9;261.2;529;91;1;0;1;0;1;1;0;1;0
3295500;7669500;59;0;0;-1780.2;513.6;279.2;607;63;1;0;1;0;1;1;0;1;1
3295500;7676500;85;0;0;-1733.0;557.5;279.5;543;27;1;0;1;1;1;1;0;1;1
3295500;7677500;28;0;0;-1739.0;540.4;284.6;566;73;0;0;1;0;0;1;0;1;0
3296500;7609500;117;2;0;-1840.5;751.3;205.7;365;58;1;0;1;1;1;1;0;1;1
3296500;7610500;88;0;0;-1846.7;745.6;206.3;364;54;1;0;1;1;1;1;0;1;1
3296500;7613500;98;2;2;-1854.7;734.9;207.1;364;43;1;0;1;1;1;1;0;1;1
3296500;7614500;33;0;14;-1857.3;726.6;208.5;375;52;1;0;1;0;0;0;0;1;1
3296500;7615500;85;0;22;-1855.2;723.4;208.6;381;53;1;0;1;1;1;1;0;1;1
3296500;7642500;7;1;19;-1861.9;608.5;234.4;505;58;0;0;0;0;0;0;0;0;0
3296500;7650500;74;1;23;-1801.3;630.6;234.0;466;64;0;0;1;0;0;0;0;0;0
3296500;7669500;59;0;0;-1768.7;539.3;272.6;572;87;1;0;1;0;1;1;0;1;1
3296500;7676500;81;0;0;-1735.6;558.1;278.1;540;36;1;0;1;1;1;1;0;1;1
3297500;7607500;10;0;0;-1827.4;772.1;202.7;352;41;0;0;0;0;0;0;0;0;0
3297500;7626500;8;0;25;-1876.9;624.3;226.8;508;190;0;0;0;0;0;0;0;0;0
3297500;7640500;31;0;18;-1878.3;595.7;235.6;522;93;0;0;0;0;1;0;0;0;0
3297500;7641500;12;0;11;-1871.6;603.4;234.4;513;96;0;0;0;0;0;0;0;0;0
3297500;7669500;59;0;0;-1747.7;581.9;262.5;516;62;1;0;1;0;1;1;0;1;1
3297500;7676500;92;0;0;-1735.9;563.3;275.9;536;38;1;0;1;1;1;1;0;1;1
3298500;7607500;14;1;4;-1827.1;775.4;201.7;349;32;0;0;0;0;0;0;0;0;0
3298500;7608500;85;0;1;-1839.3;749.7;205.5;377;104;1;0;1;1;1;1;0;1;1
3298500;7638500;9;1;22;-1880.5;605.9;232.1;513;75;0;0;0;0;0;0;0;0;0
3298500;7639500;15;0;11;-1889.4;588.3;236.2;537;117;0;0;0;0;0;0;0;0;0
3298500;7675500;85;1;0;-1739.7;569.3;272.1;527;38;1;0;1;1;1;1;0;1;1
3298500;7676500;76;1;0;-1741.6;559.0;275.6;541;48;1;0;1;1;0;1;0;1;1
3299500;7607500;107;1;16;-1827.5;782.4;200.1;344;46;1;0;1;1;1;1;0;1;1
3299500;7608500;170;2;17;-1848.6;732.8;208.0;392;111;1;0;1;1;1;1;0;1;1
3299500;7609500;10;0;10;-1870.9;684.7;216.8;451;77;0;0;0;0;0;0;0;0;0
3299500;7637500;33;1;21;-1884.8;606.6;231.0;513;78;1;0;1;0;1;1;0;0;0
3299500;7638500;21;0;7;-1902.9;575.0;238.1;552;82;0;0;0;0;0;0;0;0;0
3299500;7652500;8;0;25;-1807.9;631.2;233.1;465;63;0;0;0;0;0;0;0;0;0
3299500;7663500;120;1;0;-1783.6;615.8;246.6;473;61;1;0;1;1;1;1;0;1;1
3299500;7664500;119;1;0;-1780.1;613.1;248.2;478;100;1;0;1;1;1;1;0;1;1
3299500;7673500;8;0;22;-1752.9;566.5;268.9;531;82;0;0;0;0;0;0;0;0;0
3299500;7674500;85;0;19;-1746.1;571.7;269.1;523;53;1;0;1;1;1;1;0;1;1
3300500;7606500;13;0;3;-1828.5;786.4;199.5;339;55;0;0;0;0;0;0;0;0;0
3300500;7607500;100;0;19;-1829.8;783.1;199.5;343;50;1;0;1;1;1;1;0;1;1
3300500;7608500;8;0;25;-1833.1;771.5;201.0;351;74;0;0;0;0;0;0;0;0;0
3300500;7609500;52;1;24;-1847.4;735.9;206.6;387;110;1;0;0;0;1;1;0;1;1
3300500;7628500;16;0;8;-1902.8;593.9;231.7;544;86;0;0;0;0;0;0;0;0;0
3300500;7629500;125;1;12;-1884.2;621.3;225.8;505;79;1;1;1;1;1;1;0;1;1
3300500;7652500;9;0;16;-1827.1;641.3;230.3;454;47;0;0;0;0;0;0;0;0;0
3300500;7661500;10;1;3;-1796.3;622.0;242.7;463;97;0;0;0;0;0;0;0;0;0
3300500;7672500;116;2;13;-1755.0;573.8;265.0;522;103;1;0;1;1;1;1;0;1;1
3300500;7673500;109;1;12;-1749.5;578.4;265.3;517;97;1;0;1;1;1;1;0;1;1
3301500;7606500;20;0;18;-1830.5;791.4;198.2;334;28;0;0;0;0;0;0;0;0;0
3301500;7607500;112;2;24;-1833.1;783.1;199.1;338;27;1;0;1;1;1;1;0;1;1
3301500;7609500;9;1;25;-1830.1;780.9;198.6;341;47;0;0;0;0;0;0;0;0;0
3301500;7629500;84;2;0;-1887.2;621.7;225.1;503;77;1;0;1;1;1;0;0;1;1
3301500;7661500;7;0;20;-1801.3;626.1;241.1;457;52;0;0;0;0;0;0;0;0;0
3301500;7662500;13;1;18;-1794.7;628.7;241.4;454;47;0;0;0;0;0;0;0;0;0
3301500;7663500;9;0;22;-1789.5;625.5;242.9;458;56;0;0;0;0;0;0;0;0;0
3301500;7664500;82;0;24;-1795.6;601.4;248.8;492;122;1;0;1;1;1;1;0;1;1
3301500;7665500;82;0;25;-1788.3;604.4;249.1;489;96;1;0;1;1;1;1;0;1;1
