xcoord;ycoord;totalspr;rarespr;calc;fdd;gdd;wab;altitude;relalt;betnan;dryoct;empher;gersyl;linbor;phycae;rangla;vacmyr;vacvit
3298500;7626500;84;1;25;-1909.9;572.4;237.3;575;107;1;0;1;1;1;1;0;1;1
3298500;7627500;80;1;25;-1892.1;601.6;231.0;535;103;1;0;1;1;1;1;0;1;1
3298500;7628500;89;1;25;-1886.2;610.2;229.2;521;81;1;0;1;1;1;1;0;1;1
3298500;7630500;73;1;25;-1923.3;539.2;244.4;616;103;1;0;1;1;0;1;0;1;1
3298500;7632500;70;1;25;-1920.4;539.0;244.6;614;95;1;0;1;0;1;1;0;1;1
3298500;7640500;111;1;4;-1891.2;579.0;238.5;549;101;1;0;1;1;1;1;0;1;1
3298500;7669500;99;1;0;-1752.8;579.8;261.9;519;40;1;0;1;1;1;1;0;1;1
3298500;7671500;74;1;1;-1757.7;563.5;268.0;539;75;1;0;1;0;1;1;0;1;1
3299500;7610500;55;2;5;-1882.2;664.5;220.7;473;90;1;0;1;0;1;1;0;1;1
3299500;7611500;55;1;2;-1882.5;662.4;220.8;477;84;1;0;1;0;1;1;0;1;1
3299500;7627500;80;1;24;-1908.5;578.8;235.4;563;57;1;0;1;1;1;1;0;1;1
3299500;7628500;103;1;24;-1891.8;605.8;229.6;527;80;1;0;1;1;1;1;0;1;1
3299500;7629500;139;1;25;-1881.4;621.3;226.3;505;77;1;0;1;1;1;1;0;1;1
3299500;7630500;122;1;24;-1891.8;598.7;231.1;534;111;1;0;1;1;1;1;0;1;1
3299500;7631500;94;1;24;-1898.3;585.4;234.0;552;95;1;0;1;1;1;1;0;1;1
3299500;7632500;90;1;16;-1904.9;572.2;237.0;568;100;1;0;1;1;1;1;0;1;1
3299500;7633500;96;1;16;-1904.0;574.6;236.7;563;104;1;0;1;1;1;1;0;1;1
3299500;7634500;102;1;23;-1896.4;590.2;233.7;537;61;1;0;1;1;1;1;0;1;1
3299500;7640500;26;0;17;-1902.3;565.0;240.7;566;55;1;0;1;0;0;1;0;1;1
3299500;7669500;105;1;8;-1766.9;561.1;264.9;542;53;1;0;1;1;1;1;0;1;1
3299500;7671500;96;1;18;-1759.0;567.8;266.1;530;46;1;0;1;0;1;1;0;1;1
3300500;7610500;60;1;23;-1862.7;705.6;211.8;420;166;1;0;1;0;1;1;0;1;1
3300500;7611500;55;1;21;-1868.7;694.6;213.5;432;146;1;0;0;0;1;1;0;1;1
3300500;7615500;89;0;4;-1857.3;708.4;209.2;411;85;1;0;1;1;1;1;0;1;1
3300500;7627500;76;0;9;-1926.2;555.8;239.8;595;79;1;0;1;1;1;1;0;1;1
3300500;7630500;87;1;10;-1902.3;586.3;233.2;552;83;1;0;1;1;1;1;0;1;1
3300500;7631500;96;1;7;-1911.1;569.2;236.9;574;64;1;0;1;1;1;1;0;1;1
3300500;7632500;50;1;2;-1923.9;546.1;242.0;603;58;1;0;1;0;1;1;0;1;1
3300500;7634500;57;1;11;-1916.8;561.2;239.4;575;103;1;0;1;0;1;1;0;1;1
3300500;7640500;77;1;25;-1896.2;582.4;236.3;544;47;1;0;1;1;0;1;0;1;1
3300500;7655500;117;1;25;-1799.9;631.1;234.7;462;60;1;0;1;1;1;1;0;1;1
3300500;7669500;71;1;23;-1764.7;576.6;260.5;520;111;1;0;1;0;1;1;0;1;1
3300500;7670500;113;1;21;-1754.1;583.6;260.3;512;102;1;0;1;1;1;1;0;1;1
3300500;7671500;142;6;17;-1753.0;581.1;262.1;516;111;1;0;1;1;1;1;0;1;1
3301500;7615500;91;0;18;-1859.4;719.0;206.7;394;75;1;0;1;1;1;1;0;1;1
3301500;7630500;65;1;0;-1912.6;575.0;235.1;565;104;1;0;1;1;1;1;0;1;1
3301500;7631500;85;1;3;-1931.8;539.6;242.7;611;88;1;0;1;0;1;1;0;1;1
3301500;7633500;67;0;13;-1922.8;556.5;239.5;585;91;1;0;1;0;1;1;0;1;1
3301500;7635500;96;1;10;-1898.4;595.4;231.7;530;99;1;0;1;1;1;1;0;1;1
3301500;7654500;121;1;17;-1825.1;642.7;230.8;450;48;1;0;1;1;1;1;0;1;1
3301500;7658500;40;1;25;-1812.7;621.1;239.2;465;59;1;0;1;0;1;1;0;1;1
3301500;7669500;116;1;7;-1779.5;593.6;256.0;503;87;1;0;1;1;1;1;0;1;1
3303500;7651500;42;0;15;-1875.9;585.7;239.3;524;92;1;0;1;0;0;1;0;1;1
3304500;7640500;88;1;25;-1871.3;646.9;220.1;457;60;1;0;1;1;1;1;0;1;1
3304500;7650500;94;1;25;-1859.2;627.7;229.1;470;58;1;0;1;1;1;1;0;1;1
3305500;7650500;76;1;25;-1855.4;641.2;225.6;452;47;1;0;1;1;1;1;0;1;1
3305500;7656500;125;1;25;-1839.3;649.4;228.1;437;43;1;0;1;1;1;1;0;1;1
3306500;7651500;164;3;25;-1857.2;648.8;224.1;439;47;1;0;1;1;1;1;0;1;1
3306500;7652500;121;1;25;-1851.9;651.0;224.2;438;45;1;0;1;1;1;1;0;1;1
3310500;7637500;106;1;8;-1921.9;654.7;215.1;446;70;1;0;1;1;1;1;0;1;1
3243500;7677500;122;1;52;-1514.0;605.2;350.2;485;51;1;0;1;1;1;1;0;1;1
3244500;7678500;147;3;72;-1535.9;565.8;358.9;538;187;1;1;1;1;1;1;1;1;1
3245500;7679500;123;5;56;-1622.3;414.3;391.4;740;153;1;1;1;1;1;1;1;1;1
3246500;7680500;68;1;25;-1704.8;326.5;409.4;877;133;1;0;1;0;0;1;1;1;1
3248500;7681500;15;4;25;-1667.4;365.7;400.0;813;246;0;1;0;0;0;0;0;0;0
3249500;7680500;147;4;25;-1577.0;500.8;368.0;617;248;1;0;1;1;1;1;1;1;1
3249500;7681500;8;0;25;-1572.9;507.8;368.8;607;260;0;0;0;0;0;0;0;0;0
3250500;7679500;40;2;25;-1526.7;598.8;343.2;490;96;1;0;1;0;1;0;0;1;1
3250500;7680500;11;1;25;-1527.7;593.2;346.6;496;79;0;0;0;0;0;0;0;0;0
3250500;7682500;27;0;25;-1558.9;538.9;362.8;564;103;1;0;0;0;0;0;0;0;0
3251500;7679500;99;1;25;-1532.3;592.2;342.8;496;90;1;0;1;1;1;1;0;1;1
3251500;7680500;91;0;25;-1537.0;582.6;347.1;509;82;1;0;1;1;1;1;0;1;1
3251500;7681500;90;0;25;-1541.2;576.3;350.8;513;70;1;0;1;1;1;1;0;1;1
3251500;7682500;140;0;25;-1545.4;567.4;354.9;526;66;1;0;1;1;1;1;0;1;1
3252500;7674500;15;1;13;-1632.5;600.2;332.6;457;29;0;0;0;0;0;1;0;0;0
3252500;7675500;191;7;48;-1621.7;594.8;335.2;470;97;1;0;1;1;1;1;0;1;1
3252500;7676500;114;3;70;-1604.3;573.0;340.9;508;141;1;0;1;1;1;1;0;1;1
3252500;7677500;53;4;44;-1574.8;560.5;344.6;532;134;1;0;1;1;0;0;0;1;1
3252500;7678500;35;3;26;-1561.9;554.6;347.1;549;110;1;0;1;0;0;0;0;1;1
3253500;7661500;11;0;0;-1639.0;626.7;299.8;458;87;0;0;0;0;0;0;0;0;0
3253500;7662500;25;2;0;-1644.1;613.9;304.1;473;135;0;0;0;0;0;0;0;0;0
3253500;7673500;90;1;16;-1637.4;599.4;329.1;458;36;1;0;1;1;1;1;0;1;1
3253500;7674500;220;21;57;-1645.4;569.3;337.0;504;300;1;1;1;1;1;1;0;1;1
3253500;7675500;242;31;68;-1718.5;441.6;364.2;694;432;1;1;1;1;1;1;1;1;1
3253500;7676500;159;11;46;-1658.3;484.7;357.4;632;205;1;1;1;1;1;1;0;1;1
3253500;7677500;119;2;26;-1614.4;492.5;357.0;630;213;1;1;1;0;1;1;0;1;1
3253500;7678500;102;8;25;-1665.9;403.2;377.2;763;312;1;0;1;0;1;1;1;1;1
3253500;7680500;125;6;25;-1611.3;469.8;367.6;662;273;1;1;1;0;1;1;0;1;1
3254500;7661500;10;0;0;-1668.6;580.5;308.1;520;189;0;0;0;0;0;0;0;0;0
3254500;7662500;6;0;0;-1660.8;590.4;307.7;504;171;0;0;0;0;0;0;0;0;0
3254500;7670500;19;0;18;-1657.1;575.7;326.5;496;107;1;0;1;0;1;1;0;1;1
3254500;7671500;12;0;5;-1640.4;597.8;323.6;465;46;0;0;1;0;1;0;0;1;1
3254500;7672500;88;0;4;-1634.2;599.0;325.1;464;64;1;0;1;1;1;1;0;1;1
3254500;7673500;147;9;44;-1650.7;559.3;335.3;519;197;1;0;1;1;1;1;0;1;1
3254500;7674500;170;30;76;-1757.3;403.8;368.0;751;527;1;1;1;1;1;1;1;1;1
3254500;7675500;127;19;54;-1810.7;322.8;385.6;867;271;1;1;1;0;1;1;1;1;1
3254500;7676500;35;8;36;-1678.3;440.3;364.6;701;152;0;1;1;0;1;0;0;1;1
3254500;7677500;24;4;25;-1663.9;429.6;368.6;718;149;0;0;1;0;0;1;0;0;0
3254500;7680500;8;4;30;-1625.5;455.6;368.8;673;331;0;0;0;0;0;0;0;0;0
3255500;7658500;11;0;0;-1648.2;629.9;291.2;461;92;0;0;0;0;0;0;0;0;0
3255500;7660500;15;0;0;-1664.1;602.7;300.4;492;185;1;0;1;0;1;1;0;1;1
3255500;7661500;6;0;0;-1669.7;582.6;306.1;514;151;0;0;0;0;0;0;0;0;0
3255500;7675500;100;19;84;-1709.0;414.4;366.0;733;324;0;1;0;0;0;0;1;1;1
3255500;7676500;113;1;44;-1683.9;421.6;366.5;730;152;1;1;1;0;1;1;0;1;1
3255500;7679500;25;4;36;-1669.2;401.1;376.2;760;354;0;1;0;0;0;0;0;0;0
3256500;7660500;69;4;0;-1728.7;492.6;322.3;638;218;1;0;1;1;0;1;0;1;1
3256500;7661500;100;0;0;-1678.5;568.8;307.5;539;196;1;0;1;1;1;1;0;1;1
3256500;7662500;133;1;0;-1691.6;547.2;313.9;564;238;1;0;1;1;1;1;0;1;1
3256500;7663500;78;0;0;-1663.0;600.8;304.3;487;174;1;0;1;1;1;1;0;1;1
3256500;7664500;79;0;0;-1658.8;615.5;303.2;460;36;1;0;1;1;1;1;0;1;1
3256500;7667500;79;0;1;-1652.3;615.1;308.5;460;75;1;0;1;1;1;1;0;1;1
3256500;7668500;81;0;6;-1651.7;608.8;311.5;469;81;1;0;1;1;1;1;0;1;1
3256500;7669500;134;1;12;-1641.1;602.6;314.5;476;116;1;0;1;1;1;1;0;1;1
3256500;7670500;131;2;23;-1633.1;576.4;321.6;512;135;1;0;1;1;1;1;0;1;1
3256500;7672500;8;1;14;-1637.7;546.0;331.4;555;79;0;0;0;0;0;0;0;0;0
3256500;7673500;40;3;12;-1659.7;496.9;343.6;618;117;0;1;1;0;0;1;0;1;1
3256500;7675500;15;1;73;-1685.6;428.1;361.4;725;248;0;0;0;0;0;0;0;0;0
3257500;7659500;20;0;0;-1717.6;513.6;314.5;610;190;0;0;1;0;0;0;0;1;1
3257500;7660500;114;1;0;-1698.3;536.5;311.0;582;194;1;0;1;1;1;1;0;1;1
3257500;7661500;142;3;2;-1718.3;494.6;321.5;639;176;1;0;1;1;1;1;0;1;1
3257500;7662500;79;1;0;-1726.4;483.7;325.7;650;93;1;0;1;1;1;1;0;1;1
3257500;7664500;79;0;0;-1678.6;581.4;308.8;507;86;1;0;1;1;1;1;0;1;1
3257500;7665500;82;0;0;-1666.7;602.4;306.1;478;56;1;0;1;1;1;1;0;1;1
3257500;7667500;80;0;2;-1677.8;568.7;316.6;523;145;1;0;1;1;1;1;0;1;1
3257500;7668500;30;0;12;-1687.5;541.0;324.0;563;153;0;0;1;0;1;0;0;1;1
3257500;7669500;20;1;13;-1707.2;486.1;337.2;637;273;0;0;1;0;1;1;0;1;1
3257500;7670500;18;0;9;-1674.7;488.5;338.1;636;238;0;0;1;0;1;1;0;1;1
3257500;7674500;9;0;24;-1676.4;445.3;354.2;698;103;0;0;0;0;0;0;0;0;0
3257500;7675500;9;0;73;-1734.6;369.4;371.7;817;238;0;0;0;0;0;0;0;0;0
3258500;7657500;6;0;0;-1649.1;634.4;283.9;457;96;0;0;0;0;0;0;0;0;0
3258500;7658500;116;1;0;-1654.4;618.8;288.6;476;79;1;0;1;1;1;1;0;1;1
3258500;7659500;99;0;2;-1663.9;594.2;295.3;511;78;1;0;1;1;1;1;0;1;1
3258500;7660500;26;1;12;-1667.2;572.3;301.3;542;136;1;0;1;0;1;1;0;1;1
3258500;7661500;18;0;13;-1691.2;525.1;312.9;603;145;0;0;0;0;0;0;0;0;0
3258500;7672500;6;0;0;-1636.4;523.8;331.9;593;105;0;0;0;0;0;0;0;0;0
3258500;7674500;7;1;3;-1685.6;430.9;355.5;713;107;0;0;0;0;0;0;0;0;0
3259500;7657500;85;1;0;-1655.9;625.6;284.3;470;220;1;0;1;1;1;1;0;1;1
3259500;7658500;94;0;4;-1684.2;569.8;297.6;545;257;1;0;1;1;1;1;0;1;1
3259500;7661500;9;0;6;-1676.1;546.0;306.6;579;124;0;0;1;0;0;1;0;1;1
3259500;7670500;51;0;0;-1702.8;433.8;345.7;720;261;1;0;1;0;1;0;0;0;1
3259500;7674500;9;0;0;-1672.7;456.7;348.4;682;59;0;0;0;0;0;0;0;0;0
3260500;7656500;100;0;1;-1661.1;633.6;280.2;455;109;1;0;1;1;1;1;0;1;1
3260500;7657500;84;0;8;-1708.2;544.0;300.5;579;248;1;0;1;1;1;1;0;1;1
3260500;7659500;10;0;21;-1688.7;553.6;301.0;566;147;0;0;0;0;0;0;0;0;0
3261500;7657500;6;0;24;-1672.3;609.7;285.1;487;168;0;0;0;0;0;0;0;0;0
3261500;7667500;6;1;0;-1790.6;371.4;351.1;825;120;0;0;0;0;0;0;0;0;0
3261500;7673500;24;0;0;-1701.3;428.5;349.4;720;143;0;0;0;0;0;0;0;0;0
3262500;7656500;85;0;25;-1653.4;645.1;274.7;442;29;1;0;1;1;1;1;0;1;1
3262500;7693500;20;1;25;-1749.6;233.7;426.9;1010;132;1;0;1;0;0;1;1;0;1
3263500;7652500;15;0;8;-1703.8;642.0;269.3;450;71;0;0;0;0;0;0;0;0;0
3263500;7653500;90;1;23;-1710.2;631.4;273.1;458;99;1;0;1;1;1;1;0;1;1
3263500;7654500;81;0;25;-1714.4;607.4;279.4;492;86;1;0;1;1;1;1;0;1;1
3263500;7656500;22;1;24;-1654.4;642.9;273.7;445;34;0;0;0;0;0;0;0;0;0
3263500;7657500;6;0;18;-1680.1;594.4;285.4;513;220;0;0;0;0;0;0;0;0;0
3263500;7664500;110;1;0;-1729.8;479.8;320.3;657;53;1;0;1;1;1;1;0;1;1
3263500;7689500;7;0;25;-1744.5;278.8;407.6;940;180;0;0;0;0;0;0;0;0;0
3264500;7651500;84;0;11;-1703.9;650.2;265.1;438;65;1;0;1;1;1;1;0;1;1
3264500;7652500;100;0;22;-1706.2;640.4;268.4;450;59;1;0;1;1;1;1;0;1;1
3264500;7653500;13;0;25;-1730.2;598.6;278.8;503;144;0;0;1;0;0;0;0;1;1
3264500;7654500;11;0;25;-1745.6;561.0;287.9;554;140;0;0;1;0;0;1;0;0;1
3264500;7655500;12;0;25;-1685.5;616.4;276.9;481;64;0;0;1;0;0;0;0;1;1
3264500;7674500;76;2;0;-1724.9;408.1;350.9;748;145;1;0;1;0;0;1;0;1;1
3264500;7681500;68;2;25;-1774.0;299.1;385.8;922;177;1;0;1;0;0;1;1;1;1
3264500;7682500;54;2;25;-1820.4;253.2;396.9;996;136;1;0;1;0;0;1;1;1;1
3264500;7683500;51;1;25;-1825.4;245.6;400.4;1009;117;1;0;1;0;0;1;1;1;1
3264500;7688500;25;0;25;-1802.1;231.8;413.1;1016;76;1;0;1;0;0;1;0;0;1
3264500;7693500;6;1;25;-1768.6;218.2;426.4;1034;96;0;0;0;0;0;0;0;0;0
3265500;7651500;107;0;17;-1709.3;644.1;265.1;447;66;1;0;1;1;1;1;0;1;1
3265500;7656500;11;0;11;-1675.9;611.0;277.6;489;49;0;0;1;0;1;0;0;1;1
3265500;7666500;7;1;0;-1746.0;441.1;328.5;712;50;0;0;0;0;0;0;0;0;0
3265500;7671500;75;2;0;-1724.8;418.6;341.5;740;218;1;0;1;1;1;1;0;1;1
3265500;7672500;42;1;0;-1773.1;366.5;354.3;818;108;1;0;1;0;1;1;0;1;1
3265500;7674500;10;1;0;-1722.8;413.2;348.3;738;153;0;0;0;0;0;0;0;0;0
3265500;7675500;36;0;0;-1693.8;449.5;342.5;687;51;1;0;1;0;0;0;0;0;0
3265500;7678500;14;4;7;-1743.6;369.1;364.6;813;130;0;0;0;0;0;0;0;0;0
3265500;7681500;89;3;26;-1764.8;309.9;382.0;906;151;1;1;1;0;0;1;1;1;1
3265500;7682500;52;1;25;-1806.8;268.1;392.3;969;149;1;0;1;0;0;1;1;1;1
3266500;7649500;139;2;17;-1727.9;638.5;263.1;454;131;1;0;1;1;1;1;0;1;1
3266500;7650500;23;0;10;-1747.4;594.3;273.5;513;124;0;0;1;0;0;0;0;0;1
3266500;7673500;36;0;0;-1757.7;381.3;351.5;791;133;1;0;1;0;0;0;0;1;0
3266500;7674500;41;1;0;-1715.4;419.8;345.4;730;77;0;0;0;1;0;0;0;0;0
3266500;7677500;92;3;0;-1752.7;371.0;360.7;805;136;1;0;0;1;0;1;0;1;1
3266500;7681500;75;4;25;-1794.6;284.8;385.4;944;153;1;0;1;0;0;1;1;0;1
3266500;7682500;40;1;25;-1805.0;272.2;389.8;964;141;0;0;0;0;0;1;1;0;0
3266500;7687500;18;1;25;-1789.6;248.9;404.3;992;64;0;0;0;0;0;1;1;0;0
3266500;7697500;33;2;25;-1733.2;221.8;430.7;1020;122;0;1;1;0;0;1;1;1;1
3267500;7647500;86;0;6;-1731.1;652.1;256.9;436;55;1;0;1;1;1;1;0;1;1
3267500;7648500;94;0;11;-1728.2;650.5;258.3;438;51;1;0;1;1;1;1;0;1;1
3267500;7667500;90;1;0;-1750.8;427.7;330.1;734;68;1;0;1;1;1;1;0;1;1
3267500;7668500;94;1;0;-1760.6;414.7;335.1;752;60;1;0;1;1;1;1;0;1;1
3267500;7677500;96;3;0;-1778.6;346.4;364.1;850;159;1;0;1;0;1;1;0;1;1
3267500;7679500;14;3;51;-1828.2;268.5;383.3;977;90;0;1;0;0;0;0;0;0;0
3267500;7680500;20;7;29;-1817.3;269.3;385.0;971;83;0;1;0;0;0;0;1;0;0
3267500;7681500;60;4;25;-1792.8;288.9;383.0;938;96;0;0;0;0;0;1;1;0;1
3267500;7693500;47;2;25;-1609.0;377.2;389.7;778;217;0;0;0;1;0;1;0;0;1
3267500;7696500;35;1;25;-1715.3;241.7;422.7;988;126;1;0;0;0;0;1;0;1;1
3267500;7697500;39;4;25;-1739.8;217.9;429.8;1024;219;0;1;1;0;0;1;1;1;1
3267500;7698500;57;3;25;-1674.3;251.7;425.1;964;214;1;1;1;0;0;1;1;0;1
3268500;7645500;83;1;0;-1724.2;658.0;252.1;438;50;1;0;1;1;1;1;0;1;1
3268500;7648500;73;0;0;-1729.6;649.9;257.2;440;37;1;0;1;0;0;0;0;1;1
3268500;7650500;15;0;1;-1730.8;635.0;262.5;456;73;0;0;0;0;0;0;0;0;0
3268500;7673500;68;0;0;-1725.2;420.7;340.4;730;126;1;0;1;0;1;1;0;1;1
3268500;7678500;14;0;1;-1862.4;263.5;381.0;987;148;1;0;0;0;0;0;0;0;0
3268500;7680500;15;2;37;-1792.5;294.8;378.3;931;127;0;1;0;0;0;0;1;0;0
3268500;7681500;64;5;25;-1812.4;273.4;384.5;967;132;1;1;1;0;0;1;0;0;1
3268500;7697500;38;1;25;-1652.2;296.3;412.3;895;255;0;1;1;0;0;1;1;1;1
3269500;7642500;83;0;0;-1720.1;665.8;246.6;435;66;1;0;1;1;1;1;0;1;1
3269500;7643500;81;0;0;-1723.4;657.9;249.0;443;83;1;0;1;1;1;1;0;1;1
3269500;7644500;82;0;0;-1725.6;652.3;251.0;449;75;1;0;1;1;1;1;0;1;1
3269500;7662500;91;1;0;-1791.0;404.1;325.6;779;76;1;0;1;0;0;1;0;1;1
3269500;7670500;15;1;0;-1758.8;439.3;329.9;712;328;0;0;0;0;0;0;0;0;0
3269500;7675500;7;1;0;-1749.4;383.2;350.2;792;74;0;0;0;0;0;0;0;0;0
3269500;7680500;127;13;54;-1810.7;280.5;379.6;956;220;1;1;1;1;1;1;1;1;1
3269500;7681500;25;1;35;-1868.7;223.9;392.7;1045;142;0;0;0;0;0;0;1;0;1
3269500;7689500;99;0;25;-1642.9;393.6;374.6;751;123;1;0;1;1;0;1;0;1;1
3269500;7695500;11;3;25;-1799.1;184.3;430.8;1100;282;0;0;0;0;1;0;0;0;0
3269500;7696500;17;5;25;-1639.1;316.8;404.2;859;291;0;0;0;0;0;0;0;0;0
3270500;7641500;31;1;0;-1718.3;667.3;244.2;432;61;0;0;0;1;0;0;0;0;0
3270500;7642500;82;0;0;-1727.8;650.0;248.7;455;104;1;0;1;1;1;1;0;1;1
3270500;7643500;21;0;0;-1760.8;592.1;261.9;533;136;1;0;1;0;1;1;0;1;1
3270500;7663500;77;0;0;-1810.8;385.8;329.5;809;58;1;0;1;0;0;1;0;1;1
3270500;7670500;20;2;0;-1788.5;415.5;333.3;748;343;0;1;0;0;0;0;1;0;0
3270500;7672500;71;1;0;-1778.9;384.3;343.1;788;244;1;0;1;0;1;1;0;1;1
3270500;7679500;76;0;2;-1760.0;343.4;363.7;853;106;1;0;1;0;0;1;0;1;1
3270500;7680500;66;6;20;-1824.1;270.6;380.0;966;286;1;1;1;0;0;1;1;1;1
3270500;7681500;6;3;43;-1862.1;234.1;389.5;1027;248;0;0;0;0;0;0;1;0;0
3270500;7682500;9;0;48;-1860.1;231.5;391.6;1031;217;0;0;0;0;0;0;0;0;1
3270500;7683500;8;0;33;-1880.2;210.9;397.8;1065;199;0;0;1;0;0;1;0;0;1
3271500;7644500;23;0;0;-1787.3;539.3;272.7;603;232;1;0;1;0;1;1;0;1;1
3271500;7663500;49;1;0;-1848.2;354.5;334.4;857;57;1;0;1;0;0;1;0;1;1
3271500;7664500;53;0;0;-1852.9;347.3;337.2;869;71;1;0;1;0;0;1;0;1;1
3271500;7670500;18;4;0;-1787.7;421.8;330.4;738;396;0;0;0;0;0;0;1;0;0
3271500;7672500;46;0;0;-1808.1;354.2;347.8;838;220;1;0;1;0;1;1;0;1;0
3271500;7675500;52;1;0;-1830.0;311.9;361.5;911;126;1;0;1;0;0;1;0;1;1
3271500;7679500;111;1;0;-1749.7;358.8;359.1;827;91;1;0;1;1;0;1;0;1;1
3271500;7680500;7;4;0;-1751.5;340.8;364.5;853;157;0;0;0;0;0;0;0;0;0
3271500;7681500;11;2;15;-1765.7;324.2;369.6;879;138;0;0;0;0;0;0;0;0;0
3272500;7643500;21;0;0;-1780.2;559.1;266.5;575;189;1;0;1;0;1;0;0;1;1
3272500;7660500;47;0;0;-1842.1;370.8;325.8;833;43;1;0;1;0;0;1;0;1;1
3272500;7672500;6;1;0;-1824.6;339.2;349.4;864;280;0;0;0;0;0;0;0;0;0
3272500;7673500;24;1;0;-1884.9;277.4;363.4;964;126;1;0;1;0;0;0;1;1;1
3272500;7676500;90;1;0;-1773.5;365.3;351.0;815;242;1;0;1;1;1;1;0;1;1
3272500;7679500;84;1;0;-1748.0;371.9;354.9;804;82;1;0;1;0;1;1;0;1;1
3272500;7680500;81;1;2;-1724.9;372.0;356.7;800;79;1;0;1;0;0;1;0;1;1
3272500;7687500;18;1;28;-1697.8;352.7;373.6;822;204;1;0;1;0;0;0;1;0;0
3272500;7688500;33;0;25;-1646.0;402.6;365.8;740;168;0;0;0;0;0;0;0;0;0
3272500;7693500;58;3;25;-1763.5;259.2;404.1;954;314;1;1;1;1;1;1;1;1;1
3272500;7694500;100;0;25;-1636.3;347.6;388.7;807;273;1;0;1;0;0;1;0;1;1
3273500;7661500;72;1;0;-1833.8;378.6;324.3;820;37;1;0;1;0;0;1;0;1;1
3273500;7677500;16;0;0;-1724.6;411.4;342.0;741;52;1;0;0;0;0;0;0;0;0
3273500;7679500;37;0;0;-1759.9;369.8;353.9;808;97;1;0;1;1;0;1;0;1;1
3273500;7680500;96;1;14;-1710.0;389.0;351.8;773;59;1;0;1;1;1;1;0;1;1
3273500;7688500;102;1;25;-1626.4;436.0;357.3;695;226;1;0;1;0;0;1;0;1;1
3273500;7692500;6;1;25;-1650.3;370.2;378.4;775;172;0;0;0;0;0;0;0;0;0
3273500;7693500;98;0;25;-1625.2;390.1;376.8;748;131;1;0;1;0;0;1;0;1;1
3273500;7694500;95;0;25;-1588.3;396.3;377.7;736;54;1;0;1;0;0;1;0;1;1
3273500;7702500;7;2;25;-1810.7;137.6;453.4;1216;197;0;0;0;0;0;0;1;0;0
3274500;7633500;96;0;0;-1754.1;701.4;229.0;397;48;1;0;1;1;1;1;0;1;1
3274500;7634500;86;0;0;-1765.5;678.0;234.4;427;178;1;0;1;1;1;1;0;1;1
3274500;7635500;94;0;0;-1760.2;683.4;233.6;418;101;1;0;1;1;1;1;0;1;1
3274500;7636500;91;0;0;-1750.5;693.0;231.9;408;67;1;0;1;1;1;1;0;1;1
3274500;7637500;141;1;0;-1750.4;687.3;233.5;415;87;1;0;1;1;1;1;0;1;1
3274500;7638500;124;2;0;-1752.3;680.8;235.3;424;68;1;0;1;1;1;1;0;1;1
3274500;7639500;97;0;0;-1742.4;684.1;235.2;415;59;1;0;1;1;1;1;0;1;1
3274500;7640500;105;1;0;-1718.7;686.7;235.1;407;53;1;0;1;1;1;1;0;1;1
3274500;7641500;82;0;0;-1720.6;680.4;237.1;416;67;1;0;1;1;1;1;0;1;1
3274500;7677500;8;1;0;-1724.5;415.5;339.5;737;72;0;0;0;0;0;0;0;0;0
3274500;7678500;85;0;0;-1721.4;415.1;341.3;732;66;1;0;1;0;1;1;0;1;1
3274500;7679500;80;1;0;-1718.1;415.0;343.1;734;59;1;0;1;0;0;1;0;1;1
3274500;7691500;103;2;25;-1632.9;389.0;371.1;751;88;1;0;1;0;0;1;0;1;1
3274500;7692500;98;0;25;-1619.8;397.2;371.7;738;62;1;0;1;0;0;1;0;1;1
3274500;7695500;11;1;25;-1628.2;351.7;386.3;803;132;0;0;0;0;0;0;0;0;0
3274500;7700500;41;5;25;-1675.2;252.2;416.8;966;119;0;0;1;0;0;1;1;1;1
3274500;7701500;19;5;25;-1763.2;180.8;435.7;1105;253;0;0;1;0;0;0;1;0;0
3274500;7702500;18;2;25;-1858.1;116.0;458.6;1271;178;0;1;0;0;0;0;1;0;0
3275500;7632500;130;1;0;-1759.2;701.0;227.8;399;59;1;0;1;1;1;1;0;1;1
3275500;7633500;87;0;0;-1775.7;671.3;234.5;436;120;1;0;1;1;1;1;0;1;1
3275500;7634500;9;0;0;-1813.0;603.3;249.4;527;186;0;0;0;1;0;0;0;0;0
3275500;7638500;73;1;0;-1786.2;629.4;245.4;491;130;1;0;1;1;1;1;0;1;1
3275500;7654500;98;1;0;-1756.2;566.3;272.0;555;31;1;0;1;1;1;1;0;1;1
3275500;7660500;40;0;0;-1821.2;398.1;316.6;790;65;0;0;1;0;1;1;0;1;1
3275500;7668500;36;0;0;-1795.0;401.8;326.7;772;108;0;0;0;0;0;0;0;0;0
3275500;7677500;55;0;0;-1748.8;394.3;342.6;772;117;1;0;1;0;1;1;0;1;1
3275500;7678500;84;1;0;-1739.4;400.4;343.0;759;107;1;0;1;0;1;1;0;1;1
3275500;7702500;8;1;25;-1812.7;146.8;446.8;1189;160;0;0;0;0;0;0;1;0;0
3276500;7631500;6;0;0;-1766.2;695.7;227.7;406;71;0;0;0;0;0;0;0;0;0
3276500;7636500;9;0;0;-1816.8;592.4;251.5;541;155;0;0;0;0;0;0;0;0;0
3276500;7638500;84;1;0;-1825.0;567.0;257.7;575;170;1;0;1;1;1;1;0;1;1
